year,type,author,title,field,tag,booktitle,abbr,vol,no,pages,doi
2022,inproceedings,"Eduard Baranov, Sourav Chakraborty, Axel Legay, Kuldeep S. Meel, N. Variyam Vinodchandran",A Scalable t-wise Coverage Estimator,Evaluation,,International Conference on Software Engineering,ICSE,,,36-47,10.1145/3510003.3510218
2022,inproceedings,"Muhammad Nouman Zafar, Wasif Afzal, Eduard Enoiu","Evaluating system-level test generation for industrial software: a comparison between manual, combinatorial and model-based testing",Application,,International Conference on Automation of Software Test,,,,148-159,10.1145/3524481.3527235
2022,inproceedings,"Muhammad Nouman Zafar, Wasif Afzal, Eduard Enoiu","Evaluating System-Level Test Generation for Industrial Software: A Comparison between Manual, Combinatorial and Model-Based Testing",Evaluation,,International Conference on Automation of Software Test,,,,148-159,10.1145/3524481.3527235
2022,article,"Yan Wang, Huayao Wu, Xintao Niu, Changhai Nie, Jiaxi Xu",An Adaptive Penalty based Parallel Tabu Search for Constrained Covering Array Generation,Generation,,Information and Software Technology,IST,143,,106768,10.1016/j.infsof.2021.106768
2022,article,"Xu Guo, Xiaoyu Song, Jiantao Zhou",A synergic quantum particle swarm optimisation for constrained combinatorial test generation,Generation,,IET Software,,16,3,279-300,10.1049/SFW2.12054
2022,article,"Qianqian Yang, Xiao-Nan Lu",An Improved Adaptive Algorithm for Locating Faulty Interactions in Combinatorial Testing,Application,,"IEICE TRANSACTIONS on Fundamentals of Electronics, Communications and Computer",,E105.A,,,10.1587/transfun.2021eap1071
2022,article,"Xintao Niu, Yanjie Sun, Huayao Wu, Gang Li, Changhai Nie, Yu Lei, Xiaoyin Wang",Enhance Combinatorial Testing With Metamorphic Relations,Application,,IEEE Transactions on Software Engineering ,TSE,48,12,5007-5029,10.1109/TSE.2021.3131548
2022,article,"Chang Rao, Nan Li, Yu Lei, Jin Guo, Yadong Zhang, Raghu N. Kacker, D. Richard Kuhn",Combinatorial Test Generation for Multiple Input Models With Shared Parameters,Generation,,IEEE Transactions on Software Engineering ,TSE,48,7,2606-2628,10.1109/TSE.2021.3065950
2022,article,"Hanefi Mercan, Arsalan Javeed, Cemal Yilmaz",Flexible Combinatorial Interaction Testing,Generation,,IEEE Transactions on Software Engineering,TSE,48,3,1030-1066,10.1109/TSE.2020.3010317
2022,article,"Xintao Niu, Huayao Wu, Changhai Nie, Yu Lei, Xiaoyin Wang",A Theory of Pending Schemas in Combinatorial Testing,Diagnosis,,IEEE Transactions on Software Engineering,TSE,48,10,4119-4151,10.1109/TSE.2021.3113920
2022,article,"Zhao Li, Yuhang Chen, Yi Song, Kangjie Lu, Jinwei Shen",Effective Covering Array Generation Using an Improved Particle Swarm Optimization,Generation,,IEEE Transactions on Reliability,TR,71,1,284-294,10.1109/TR.2021.3132147
2022,inproceedings,"Rick Kuhn, M. S. Raunak, Raghu Kacker",Combinatorial Coverage for Assured Autonomy,Application,AI Testing,IEEE International Symposium on Software Reliability Engineering Workshops,ISSREW,,,357-358,10.1109/ISSREW55968.2022.00092
2022,inproceedings,"Andrea Bombarda, Angelo Gargantini",Parallel Test Generation for Combinatorial Models Based on Multivalued Decision Diagrams,Generation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,74-81,10.1109/ICSTW55395.2022.00027
2022,inproceedings,"Michael Wagner, Manuel Leithner, Dimitris E. Simos, Rick Kuhn, Raghu Kacker",Developing multithreaded techniques and improved constraint handling for the tool CAgen,Generation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,87-93,10.1109/ICSTW55395.2022.00029
2022,inproceedings,"D. Richard Kuhn, M. S. Raunak, Charles B. Prado, Vinay C. Patil, Raghu N. Kacker",Combination Frequency Differencing for Identifying Design Weaknesses in Physical Unclonable Functions,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,110-117,10.1109/ICSTW55395.2022.00032
2022,inproceedings,Kenya Takemura,A C++ implementation of the IPO algorithm,Generation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,72-73,10.1109/ICSTW55395.2022.00026
2022,inproceedings,"Rachel Tzoref-Brill, Saurabh Sinha, Antonio Abu Nassar, Victoria Goldin, Haim Kermany",TackleTest: A Tool for Amplifying Test Generation via Type-Based Combinatorial Coverage,Generation,,"IEEE Conference on Software Testing, Verification and Validation",ICST,,,444-455,10.1109/ICST53961.2022.00050
2022,article,"Aminu Aminu Muazu, Ahmad Sobri Hashim, Aliza Sarlan",Review of Nature Inspired Metaheuristic Algorithm Selection for Combinatorial t-Way Testing,Other,Survey,IEEE Access,,,,27404-27431,10.1109/ACCESS.2022.3157400
2022,article,"Ludwig Kampel, Paris Kitsos, Dimitris E. Simos",Locating Hardware Trojans Using Combinatorial Testing for Cryptographic Circuits,Application,,IEEE Access,,10,,18787-18806,10.1109/ACCESS.2022.3151378
2022,article,"Mashuk Ahmed, Abdullah B. Nasser, Kamal Z. Zamli",Construction of Prioritized T-Way Test Suite Using Bi-Objective Dragonfly Algorithm,Generation,,IEEE Access,,10,,71683-71698,10.1109/ACCESS.2022.3188856
2022,article,"Jose Torres-Jimenez, Daniel Osvaldo Ramirez-Acuna, Brenda Acevedo-Juárez, Himer Avila-George",New upper bounds for sequence Covering Arrays using a 3-stage approach,Generation,,Expert Systems with Applications,,207,,118022,10.1016/j.eswa.2022.118022
2022,article,"Linghuan Hu, W. Eric Wong, D. Richard Kuhn, Raghu N. Kacker, Shuo Li",CT-IoT: a combinatorial testing-based path selection framework for effective IoT testing,Application,,Empirical Software Engineering,EMSE,27,2,,10.1007/s10664-021-10017-1
2022,article,"Soumen Maity, Charles J. Colbourn",Mixed covering arrays on graphs of small treewidth,Application,,"Discrete Mathematics, Algorithms and Applications",,,,,10.1142/S1793830921500853
2022,article,"Ludwig Kampel, Dimitris E. Simos, D. Richard Kuhn, Raghu N. Kacker",An exploration of combinatorial testing-based approaches to fault localization for explainable AI,Application,,Annals of Mathematics and Artificial Intelligence,,90,,951–964,10.1007/s10472-021-09772-0
2022,article,Yasmeen Akhtar,A hyperedge coloring and application in combinatorial testing,Application,,AKCE International Journal of Graphs and Combinatorics,,19,,1-8,10.1080/09728600.2022.2081523
2022,inproceedings,"Chuan Luo, Qiyuan Zhao, Shaowei Cai, Hongyu Zhang, Chunming Hu",SamplingCA: effective and efficient sampling-based pairwise testing for highly configurable software systems,Generation,,ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,FSE,,,1185-1197,10.1145/3540250.3549155
2021,article,"Rubing Huang, Haibo Chen, Yunan Zhou, Tsong Yueh Chen, Dave Towey, Man Fai Lau, Sebastian Ng, Robert G. Merkel, Jinfu Chen",Covering Array Constructors: An Experimental Analysis of Their Interaction Coverage and Fault Detection,Generation,,The Computer Journal,,64,5,762-788,10.1093/COMJNL/BXAA020
2021,article,"Sajad Esfandyari, Vahid Rafe",GALP: a hybrid artificial intelligence algorithm for generating covering array,Generation,,Soft Computing,,25,,7673–7689,10.1007/s00500-021-05788-0
2021,article,"Sajad Esfandyari, Vahid Rafe",Correction to: GALP: a hybrid artificial intelligence algorithm for generating covering array,Generation,,Soft Computing,,25,11,7691,10.1007/S00500-021-05848-5
2021,phdthesis,Hanefi Mercan,Unified combinatorial interaction testing,Application,,"Sabanci University, Turkey",,,,,
2021,article,"Puxka Acosta-Domínguez, Ángel Juan Sánchez-García, Candy Obdulia Sosa-Jiménez",Optimization of Combinatorial Software Testing: A Systematic Literature Review,Optimization,,Research in Computing Science,,150,11,43-52,
2021,phdthesis,Konrad Fögen,Combinatorial Robustness Testing based on Error-Constraints,Application,,"RWTH Aachen University, Germany",,47,,1-431,
2021,inproceedings,"Harrison Goldstein, John Hughes, Leonidas Lampropoulos, Benjamin C. Pierce",Do Judge a Test by its Cover - Combining Combinatorial and Property-Based Testing,Application,,Programming Languages and Systems,,12648,,264–291,10.1007/978-3-030-72019-3_10
2021,article,"Raghu N. Kacker, D. Richard Kuhn, Yu Lei, Dimitris E. Simos","Factorials Experiments, Covering Arrays, and Combinatorial Testing",Other,Survey,Mathematics in Computer Science,,15,4,715–739,10.1007/s11786-021-00502-7
2021,article,"Raghu N. Kacker, D. Richard Kuhn, Yu Lei, Dimitris E. Simos","Correction to: Factorials Experiments, Covering Arrays, and Combinatorial Testing",Other,,Mathematics in Computer Science,,15,4,741,10.1007/S11786-021-00516-1
2021,article,"Carlos Ansótegui, Felip Manyà, Jesus Ojeda, Josep M. Salvia, Eduard Torres",Incomplete MaxSAT Approaches for Combinatorial Testing,Generation,,Journal of Heuristics,,28,4,377–431,10.1007/s10732-022-09495-3
2021,inproceedings,"Ryan E. Dougherty, Xi Jiang",A Permutation Representation of Covering Arrays,Generation,,International Workshop on Genetic Improvement,,,,41-42,10.1109/GI52543.2021.00017
2021,article,"Michael Wagner, Ludwig Kampel, Dimitris E. Simos",Heuristically Enhanced IPO Algorithms for Covering Array Generation,Generation,,International Workshop on Combinatorial Algorithms,,,,571–586,10.1007/978-3-030-79987-8_40
2021,inproceedings,"Jinfu Chen, Jingyi Chen, Saihua Cai, Haibo Chen, Chi Zhang, Chuangfei Huang",A Test Case Generation Method of Combinatorial Testing based on τ-way Testing with Adaptive Random Testing,Generation,,International Symposium on Software Reliability Engineering Workshops,ISSREW,,,25-28,10.1109/ISSREW53611.2021.00048
2021,article,"Ram Gouda, V. Chandraprakash",Multi-Objective Crow Search and Fruit Fly Optimization for Combinatorial Test Case Prioritization,Optimization,,International Journal of Software Innovation ,,9,4,124-142,10.4018/IJSI.289173
2021,article,"Ziyuan Wang, Yanliang Zhang, Peng Gao, Shiyong Shuang",Comparing Fault Detection Efficiencies of Adaptive Random Testing and Greedy Combinatorial Testing for Boolean-Specifications,Diagnosis,,International Journal of Performability Engineering,IJPE,17,1,14-122,10.23940/ijpe.21.01.p11.114122
2021,inproceedings,"Said Daoudagh, Eda Marchetti",GROOT: A GDPR-Based Combinatorial Testing Approach,Generation,,International Conference on Testing Software and Systems,,,,210–217,10.1007/978-3-031-04673-5_17
2021,inproceedings,"Hanefi Mercan, Cemal Yilmaz",Computing Sequence Covering Arrays using Unified Combinatorial Interaction Testing,Evaluation,,"International Conference on Software Testing, Verification and Validation Workshops",,,,77-80,10.1109/ICSTW52544.2021.00024
2021,inproceedings,"Erin Lanus, Laura J. Freeman, D. Richard Kuhn, Raghu N. Kacker",Combinatorial Testing Metrics for Machine Learning,Application,,"International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,81-84,10.1109/ICSTW52544.2021.00025
2021,inproceedings,"Jaganmohan Chandrasekaran, Yu Lei, Raghu Kacker, D. Richard Kuhn",A Combinatorial Approach to Testing Deep Neural Network-based Autonomous Driving Systems,Application,,"International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,57-66,10.1109/ICSTW52544.2021.00022
2021,inproceedings,"Xinyi Wang, Paolo Arcaini, Tao Yue, Shaukat Ali",Application of Combinatorial Testing to Quantum Programs,Application,,"International Conference on Software Quality, Reliability and Security",QRS,,,179-188,10.1109/QRS54544.2021.00029}
2021,inproceedings,"Jinkun Lin, Shaowei Cai, Bing He, Yingjie Fu, Chuan Luo, Qingwei Lin",FastCA: An Effective and Efficient Tool for Combinatorial Covering Array Generation,Generation,,International Conference on Software Engineering: Companion,ICSE,,,77–80,10.1109/ICSE-Companion52605.2021.00040
2021,inproceedings,"Chuan Luo, Jinkun Lin, Shaowei Cai, Xin Chen, Bing He, Bo Qiao, Pu Zhao, Qingwei Lin, Hongyu Zhang, Wei Wu, Saravanakumar Rajmohan, Dongmei Zhang",AutoCCAG: An Automated Approach to Constrained Covering Array Generation,Generation,,International Conference on Software Engineering,ICSE,,,201-212,10.1109/ICSE43902.2021.00030
2021,inproceedings,"Carlos Ansótegui, Jesus Ojeda, Eduard Torres",Building High Strength Mixed Covering Arrays with Constraints,Generation,,International Conference on Principles and Practice of Constraint Programming,CP,,,,10.4230/LIPIcs.CP.2021.12
2021,inproceedings,"Calanna Salvatore, Andrea Calvagna, Andrea Fornaia, Riccardo Torrisi, Emiliano Tramontana",Automatic Generation of Parallel Java Programs and their Validation using Combinatorial Testing Suites,Application,,International Conference on Computer and Communication Systems,,,,1142-1146,10.1109/ICCCS52626.2021.9449249
2021,inproceedings,"Muhammad Syafiq Abdul Manan, Dayang Norhayati Abang Jawawi, Johanna Ahmad",A Systematic Literature Review on Test Case Prioritization in Combinatorial Testing,Other,,"International Conference on Algorithms, Computing and Systems",,,,55-61,10.1145/3490700.3490710
2021,article,"Huayao Wu, Changhai Nie, Justyna Petke, Yue Jia, Mark Harman",Comparative Analysis of Constraint Handling Techniques for Constrained Combinatorial Testing,Generation,"Generation,Constraint",IEEE Transactions on Software Engineering,TSE,47,11,2549-2562,10.1109/TSE.2019.2955687
2021,inproceedings,"Zhengwei Luo, Jidong Lv, Tao Tang",Combinatorial Test Suite Reduction of CTCS-3 Target Speed Monitor Based on Decision Tree Equivalence,Optimization,,IEEE International Intelligent Transportation Systems Conference,,,,3646-3651,10.1109/ITSC48978.2021.9565131
2021,inproceedings,"Omer Korkmaz, Cemal Yilmaz",SYSMODIS: A Systematic Model Discovery Approach,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,67-76,10.1109/ICSTW52544.2021.00023
2021,inproceedings,"Bernhard Garn, Daniel Sebastian Lang, Manuel Leithner, D. Richard Kuhn, Raghu Kacker, Dimitris E. Simos",Combinatorially XSSing Web Application Firewalls,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,85-94,10.1109/ICSTW52544.2021.00026
2021,inproceedings,"Andrea Bombarda, Edoardo Crippa, Angelo Gargantini",An environment for benchmarking combinatorial test suite generators,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,48-56,10.1109/ICSTW52544.2021.00021
2021,inproceedings,Brian Elgaard Bennett,A Practical Method for API Testing in the Context of Continuous Delivery and Behavior Driven Development,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,44-47,10.1109/ICSTW52544.2021.00020
2021,inproceedings,"Jaganmohan Chandrasekaran, Yu Lei, Raghu Kacker, D. Richard Kuhn",A Combinatorial Approach to Explaining Image Classifiers,Application,AI Testing,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,35-43,10.1109/ICSTW52544.2021.00019
2021,inproceedings,"Ziyuan Wang, Jinwu Guo, Yanshan Chen, Feiyan She",The Effect of Combinatorial Coverage for Neurons on Fault Detection in Deep Neural Networks,Application,AI Testing,"IEEE International Conference on Software Quality, Reliability and Security - Companion",QRS-C,,,77-82,10.1109/QRS-C55045.2021.00021
